Month,Category_Name,Product_Name,Order_Demand
2016-02-01,Automotive,Automotive_Item_001,1370
2016-03-01,Automotive,Automotive_Item_001,1800
2016-04-01,Automotive,Automotive_Item_001,600
2016-05-01,Automotive,Automotive_Item_001,890
2016-06-01,Automotive,Automotive_Item_001,3620
2016-07-01,Automotive,Automotive_Item_001,1410
2016-08-01,Automotive,Automotive_Item_001,2840
2016-09-01,Automotive,Automotive_Item_001,1860
2016-10-01,Automotive,Automotive_Item_001,100
2016-11-01,Automotive,Automotive_Item_001,1430
2016-12-01,Automotive,Automotive_Item_001,1770
2012-01-01,Automotive,Automotive_Item_002,450
2012-02-01,Automotive,Automotive_Item_002,220
2012-03-01,Automotive,Automotive_Item_002,320
2012-04-01,Automotive,Automotive_Item_002,100
2012-05-01,Automotive,Automotive_Item_002,70
2012-06-01,Automotive,Automotive_Item_002,220
2012-07-01,Automotive,Automotive_Item_002,100
2012-08-01,Automotive,Automotive_Item_002,180
2012-09-01,Automotive,Automotive_Item_002,200
2012-10-01,Automotive,Automotive_Item_002,20
2012-11-01,Automotive,Automotive_Item_002,680
2012-12-01,Automotive,Automotive_Item_002,240
2013-01-01,Automotive,Automotive_Item_002,0
2013-02-01,Automotive,Automotive_Item_002,260
2013-03-01,Automotive,Automotive_Item_002,50
2013-04-01,Automotive,Automotive_Item_002,0
2013-05-01,Automotive,Automotive_Item_002,800
2013-06-01,Automotive,Automotive_Item_002,100
2013-07-01,Automotive,Automotive_Item_002,300
2013-08-01,Automotive,Automotive_Item_002,270
2013-09-01,Automotive,Automotive_Item_002,150
2013-10-01,Automotive,Automotive_Item_002,80
2013-11-01,Automotive,Automotive_Item_002,240
2013-12-01,Automotive,Automotive_Item_002,0
2014-01-01,Automotive,Automotive_Item_002,260
2014-02-01,Automotive,Automotive_Item_002,0
2014-03-01,Automotive,Automotive_Item_002,30
2014-04-01,Automotive,Automotive_Item_002,0
2014-05-01,Automotive,Automotive_Item_002,120
2014-06-01,Automotive,Automotive_Item_002,320
2014-07-01,Automotive,Automotive_Item_002,0
2014-08-01,Automotive,Automotive_Item_002,40
2014-09-01,Automotive,Automotive_Item_002,1180
2014-10-01,Automotive,Automotive_Item_002,800
2014-11-01,Automotive,Automotive_Item_002,180
2014-12-01,Automotive,Automotive_Item_002,160
2015-01-01,Automotive,Automotive_Item_002,10
2015-02-01,Automotive,Automotive_Item_002,230
2015-03-01,Automotive,Automotive_Item_002,170
2015-04-01,Automotive,Automotive_Item_002,190
2015-05-01,Automotive,Automotive_Item_002,590
2015-06-01,Automotive,Automotive_Item_002,400
2015-07-01,Automotive,Automotive_Item_002,470
2015-08-01,Automotive,Automotive_Item_002,4030
2015-09-01,Automotive,Automotive_Item_002,280
2015-10-01,Automotive,Automotive_Item_002,50
2015-11-01,Automotive,Automotive_Item_002,350
2015-12-01,Automotive,Automotive_Item_002,180
2016-01-01,Automotive,Automotive_Item_002,170
2016-02-01,Automotive,Automotive_Item_002,150
2016-03-01,Automotive,Automotive_Item_002,130
2016-04-01,Automotive,Automotive_Item_002,40
2016-05-01,Automotive,Automotive_Item_002,50
2016-06-01,Automotive,Automotive_Item_002,50
2016-07-01,Automotive,Automotive_Item_002,420
2016-08-01,Automotive,Automotive_Item_002,90
2016-09-01,Automotive,Automotive_Item_002,420
2016-10-01,Automotive,Automotive_Item_002,0
2016-11-01,Automotive,Automotive_Item_002,270
2016-12-01,Automotive,Automotive_Item_002,480
2011-11-01,Automotive,Automotive_Item_003,310
2011-12-01,Automotive,Automotive_Item_003,1830
2012-01-01,Automotive,Automotive_Item_003,1080
2012-02-01,Automotive,Automotive_Item_003,4490
2012-03-01,Automotive,Automotive_Item_003,4110
2012-04-01,Automotive,Automotive_Item_003,560
2012-05-01,Automotive,Automotive_Item_003,4460
2012-06-01,Automotive,Automotive_Item_003,1840
2012-07-01,Automotive,Automotive_Item_003,4970
2012-08-01,Automotive,Automotive_Item_003,2960
2012-09-01,Automotive,Automotive_Item_003,3370
2012-10-01,Automotive,Automotive_Item_003,4160
2012-11-01,Automotive,Automotive_Item_003,4960
2012-12-01,Automotive,Automotive_Item_003,1330
2013-01-01,Automotive,Automotive_Item_003,4630
2013-02-01,Automotive,Automotive_Item_003,3040
2013-03-01,Automotive,Automotive_Item_003,5390
2013-04-01,Automotive,Automotive_Item_003,2000
2013-05-01,Automotive,Automotive_Item_003,5440
2013-06-01,Automotive,Automotive_Item_003,7370
2013-07-01,Automotive,Automotive_Item_003,1590
2013-08-01,Automotive,Automotive_Item_003,3030
2013-09-01,Automotive,Automotive_Item_003,7050
2013-10-01,Automotive,Automotive_Item_003,4200
2013-11-01,Automotive,Automotive_Item_003,3490
2013-12-01,Automotive,Automotive_Item_003,2810
2014-01-01,Automotive,Automotive_Item_003,4370
2014-02-01,Automotive,Automotive_Item_003,3220
2014-03-01,Automotive,Automotive_Item_003,4970
2014-04-01,Automotive,Automotive_Item_003,2170
2014-05-01,Automotive,Automotive_Item_003,17640
2014-06-01,Automotive,Automotive_Item_003,530
2014-07-01,Automotive,Automotive_Item_003,2820
2014-08-01,Automotive,Automotive_Item_003,2900
2014-09-01,Automotive,Automotive_Item_003,1160
2014-10-01,Automotive,Automotive_Item_003,3820
2014-11-01,Automotive,Automotive_Item_003,4040
2014-12-01,Automotive,Automotive_Item_003,4740
2015-01-01,Automotive,Automotive_Item_003,2310
2015-02-01,Automotive,Automotive_Item_003,7640
2015-03-01,Automotive,Automotive_Item_003,4860
2015-04-01,Automotive,Automotive_Item_003,4680
2015-05-01,Automotive,Automotive_Item_003,5510
2015-06-01,Automotive,Automotive_Item_003,5880
2015-07-01,Automotive,Automotive_Item_003,7070
2015-08-01,Automotive,Automotive_Item_003,2100
2015-09-01,Automotive,Automotive_Item_003,3160
2015-10-01,Automotive,Automotive_Item_003,6460
2015-11-01,Automotive,Automotive_Item_003,7440
2015-12-01,Automotive,Automotive_Item_003,5780
2016-01-01,Automotive,Automotive_Item_003,4560
2016-02-01,Automotive,Automotive_Item_003,1800
2016-03-01,Automotive,Automotive_Item_003,5700
2016-04-01,Automotive,Automotive_Item_003,8420
2016-05-01,Automotive,Automotive_Item_003,10050
2016-06-01,Automotive,Automotive_Item_003,10560
2016-07-01,Automotive,Automotive_Item_003,2560
2016-08-01,Automotive,Automotive_Item_003,3460
2016-09-01,Automotive,Automotive_Item_003,3220
2016-10-01,Automotive,Automotive_Item_003,1230
2016-11-01,Automotive,Automotive_Item_003,4060
2016-12-01,Automotive,Automotive_Item_003,4820
2012-01-01,Automotive,Automotive_Item_004,8550
2012-02-01,Automotive,Automotive_Item_004,5690
2012-03-01,Automotive,Automotive_Item_004,9120
2012-04-01,Automotive,Automotive_Item_004,3360
2012-05-01,Automotive,Automotive_Item_004,11710
2012-06-01,Automotive,Automotive_Item_004,5510
2012-07-01,Automotive,Automotive_Item_004,8070
2012-08-01,Automotive,Automotive_Item_004,6610
2012-09-01,Automotive,Automotive_Item_004,8090
2012-10-01,Automotive,Automotive_Item_004,8000
2012-11-01,Automotive,Automotive_Item_004,6220
2012-12-01,Automotive,Automotive_Item_004,6320
2013-01-01,Automotive,Automotive_Item_004,7970
2013-02-01,Automotive,Automotive_Item_004,3980
2013-03-01,Automotive,Automotive_Item_004,3840
2013-04-01,Automotive,Automotive_Item_004,6890
2013-05-01,Automotive,Automotive_Item_004,4390
2013-06-01,Automotive,Automotive_Item_004,5930
2013-07-01,Automotive,Automotive_Item_004,5680
2013-08-01,Automotive,Automotive_Item_004,3470
2013-09-01,Automotive,Automotive_Item_004,15820
2013-10-01,Automotive,Automotive_Item_004,2850
2013-11-01,Automotive,Automotive_Item_004,8150
2013-12-01,Automotive,Automotive_Item_004,6240
2014-01-01,Automotive,Automotive_Item_004,3100
2014-02-01,Automotive,Automotive_Item_004,5440
2014-03-01,Automotive,Automotive_Item_004,4060
2014-04-01,Automotive,Automotive_Item_004,3970
2014-05-01,Automotive,Automotive_Item_004,7050
2014-06-01,Automotive,Automotive_Item_004,7970
2014-07-01,Automotive,Automotive_Item_004,6040
2014-08-01,Automotive,Automotive_Item_004,2220
2014-09-01,Automotive,Automotive_Item_004,6180
2014-10-01,Automotive,Automotive_Item_004,3660
2014-11-01,Automotive,Automotive_Item_004,8740
2014-12-01,Automotive,Automotive_Item_004,4240
2015-01-01,Automotive,Automotive_Item_004,4160
2015-02-01,Automotive,Automotive_Item_004,5960
2015-03-01,Automotive,Automotive_Item_004,8820
2015-04-01,Automotive,Automotive_Item_004,4970
2015-05-01,Automotive,Automotive_Item_004,11750
2015-06-01,Automotive,Automotive_Item_004,8280
2015-07-01,Automotive,Automotive_Item_004,13040
2015-08-01,Automotive,Automotive_Item_004,7320
2015-09-01,Automotive,Automotive_Item_004,12060
2015-10-01,Automotive,Automotive_Item_004,10740
2015-11-01,Automotive,Automotive_Item_004,11140
2015-12-01,Automotive,Automotive_Item_004,17670
2016-01-01,Automotive,Automotive_Item_004,7050
2016-02-01,Automotive,Automotive_Item_004,11950
2016-03-01,Automotive,Automotive_Item_004,13780
2016-04-01,Automotive,Automotive_Item_004,9730
2016-05-01,Automotive,Automotive_Item_004,4280
2016-06-01,Automotive,Automotive_Item_004,7150
2016-07-01,Automotive,Automotive_Item_004,4530
2016-08-01,Automotive,Automotive_Item_004,8290
2016-09-01,Automotive,Automotive_Item_004,5120
2016-10-01,Automotive,Automotive_Item_004,7200
2016-11-01,Automotive,Automotive_Item_004,12560
2016-12-01,Automotive,Automotive_Item_004,8760
2012-01-01,Automotive,Automotive_Item_005,37
2012-02-01,Automotive,Automotive_Item_005,47
2012-03-01,Automotive,Automotive_Item_005,35
2012-04-01,Automotive,Automotive_Item_005,6
2012-05-01,Automotive,Automotive_Item_005,176
2012-06-01,Automotive,Automotive_Item_005,22
2012-07-01,Automotive,Automotive_Item_005,442
2012-08-01,Automotive,Automotive_Item_005,198
2012-09-01,Automotive,Automotive_Item_005,100
2012-10-01,Automotive,Automotive_Item_005,95
2012-11-01,Automotive,Automotive_Item_005,62
2012-12-01,Automotive,Automotive_Item_005,91
2013-01-01,Automotive,Automotive_Item_005,387
2013-02-01,Automotive,Automotive_Item_005,145
2013-03-01,Automotive,Automotive_Item_005,93
2013-04-01,Automotive,Automotive_Item_005,32
2013-05-01,Automotive,Automotive_Item_005,7
2013-06-01,Automotive,Automotive_Item_005,10
2013-07-01,Automotive,Automotive_Item_005,29
2013-08-01,Automotive,Automotive_Item_005,311
2013-09-01,Automotive,Automotive_Item_005,26
2013-10-01,Automotive,Automotive_Item_005,113
2013-11-01,Automotive,Automotive_Item_005,33
2013-12-01,Automotive,Automotive_Item_005,84
2014-01-01,Automotive,Automotive_Item_005,110
2014-02-01,Automotive,Automotive_Item_005,42
2014-03-01,Automotive,Automotive_Item_005,152
2014-04-01,Automotive,Automotive_Item_005,15
2014-05-01,Automotive,Automotive_Item_005,4
2014-06-01,Automotive,Automotive_Item_005,10
2014-07-01,Automotive,Automotive_Item_005,31
2014-08-01,Automotive,Automotive_Item_005,1
2014-09-01,Automotive,Automotive_Item_005,38
2014-10-01,Automotive,Automotive_Item_005,15
2014-11-01,Automotive,Automotive_Item_005,30
2014-12-01,Automotive,Automotive_Item_005,49
2015-01-01,Automotive,Automotive_Item_005,1
2015-02-01,Automotive,Automotive_Item_005,15
2015-03-01,Automotive,Automotive_Item_005,27
2015-04-01,Automotive,Automotive_Item_005,126
2015-05-01,Automotive,Automotive_Item_005,7
2015-06-01,Automotive,Automotive_Item_005,21
2015-07-01,Automotive,Automotive_Item_005,25
2015-08-01,Automotive,Automotive_Item_005,20
2015-09-01,Automotive,Automotive_Item_005,13
2015-10-01,Automotive,Automotive_Item_005,97
2015-11-01,Automotive,Automotive_Item_005,37
2015-12-01,Automotive,Automotive_Item_005,23
2016-01-01,Automotive,Automotive_Item_005,17
2016-02-01,Automotive,Automotive_Item_005,63
2016-03-01,Automotive,Automotive_Item_005,170
2016-04-01,Automotive,Automotive_Item_005,10
2016-05-01,Automotive,Automotive_Item_005,0
2016-06-01,Automotive,Automotive_Item_005,12
2016-07-01,Automotive,Automotive_Item_005,45
2016-08-01,Automotive,Automotive_Item_005,71
2016-09-01,Automotive,Automotive_Item_005,30
2016-10-01,Automotive,Automotive_Item_005,18
2016-11-01,Automotive,Automotive_Item_005,106
2016-12-01,Automotive,Automotive_Item_005,15
2012-01-01,Automotive,Automotive_Item_006,600
2012-02-01,Automotive,Automotive_Item_006,445
2012-03-01,Automotive,Automotive_Item_006,420
2012-04-01,Automotive,Automotive_Item_006,853
2012-05-01,Automotive,Automotive_Item_006,632
2012-06-01,Automotive,Automotive_Item_006,623
2012-07-01,Automotive,Automotive_Item_006,576
2012-08-01,Automotive,Automotive_Item_006,815
2012-09-01,Automotive,Automotive_Item_006,493
2012-10-01,Automotive,Automotive_Item_006,817
2012-11-01,Automotive,Automotive_Item_006,814
2012-12-01,Automotive,Automotive_Item_006,393
2013-01-01,Automotive,Automotive_Item_006,437
2013-02-01,Automotive,Automotive_Item_006,633
2013-03-01,Automotive,Automotive_Item_006,725
2013-04-01,Automotive,Automotive_Item_006,1543
2013-05-01,Automotive,Automotive_Item_006,378
2013-06-01,Automotive,Automotive_Item_006,491
2013-07-01,Automotive,Automotive_Item_006,506
2013-08-01,Automotive,Automotive_Item_006,544
2013-09-01,Automotive,Automotive_Item_006,385
2013-10-01,Automotive,Automotive_Item_006,1159
2013-11-01,Automotive,Automotive_Item_006,761
2013-12-01,Automotive,Automotive_Item_006,799
2014-01-01,Automotive,Automotive_Item_006,507
2014-02-01,Automotive,Automotive_Item_006,599
2014-03-01,Automotive,Automotive_Item_006,991
2014-04-01,Automotive,Automotive_Item_006,1256
2014-05-01,Automotive,Automotive_Item_006,1096
2014-06-01,Automotive,Automotive_Item_006,856
2014-07-01,Automotive,Automotive_Item_006,877
2014-08-01,Automotive,Automotive_Item_006,617
2014-09-01,Automotive,Automotive_Item_006,785
2014-10-01,Automotive,Automotive_Item_006,1453
2014-11-01,Automotive,Automotive_Item_006,878
2014-12-01,Automotive,Automotive_Item_006,652
2015-01-01,Automotive,Automotive_Item_006,1040
2015-02-01,Automotive,Automotive_Item_006,830
2015-03-01,Automotive,Automotive_Item_006,420
2015-04-01,Automotive,Automotive_Item_006,718
2015-05-01,Automotive,Automotive_Item_006,1913
2015-06-01,Automotive,Automotive_Item_006,728
2015-07-01,Automotive,Automotive_Item_006,956
2015-08-01,Automotive,Automotive_Item_006,1087
2015-09-01,Automotive,Automotive_Item_006,1138
2015-10-01,Automotive,Automotive_Item_006,566
2015-11-01,Automotive,Automotive_Item_006,944
2015-12-01,Automotive,Automotive_Item_006,847
2016-01-01,Automotive,Automotive_Item_006,1152
2016-02-01,Automotive,Automotive_Item_006,862
2016-03-01,Automotive,Automotive_Item_006,621
2016-04-01,Automotive,Automotive_Item_006,1540
2016-05-01,Automotive,Automotive_Item_006,1471
2016-06-01,Automotive,Automotive_Item_006,620
2016-07-01,Automotive,Automotive_Item_006,396
2016-08-01,Automotive,Automotive_Item_006,988
2016-09-01,Automotive,Automotive_Item_006,710
2016-10-01,Automotive,Automotive_Item_006,388
2016-11-01,Automotive,Automotive_Item_006,367
2016-12-01,Automotive,Automotive_Item_006,269
2011-12-01,Automotive,Automotive_Item_007,250
2012-01-01,Automotive,Automotive_Item_007,240
2012-02-01,Automotive,Automotive_Item_007,320
2012-03-01,Automotive,Automotive_Item_007,1193
2012-04-01,Automotive,Automotive_Item_007,368
2012-05-01,Automotive,Automotive_Item_007,456
2012-06-01,Automotive,Automotive_Item_007,221
2012-07-01,Automotive,Automotive_Item_007,349
2012-08-01,Automotive,Automotive_Item_007,460
2012-09-01,Automotive,Automotive_Item_007,356
2012-10-01,Automotive,Automotive_Item_007,167
2012-11-01,Automotive,Automotive_Item_007,455
2012-12-01,Automotive,Automotive_Item_007,220
2013-01-01,Automotive,Automotive_Item_007,70
2013-02-01,Automotive,Automotive_Item_007,98
2013-03-01,Automotive,Automotive_Item_007,92
2013-04-01,Automotive,Automotive_Item_007,350
2013-05-01,Automotive,Automotive_Item_007,380
2013-06-01,Automotive,Automotive_Item_007,95
2013-07-01,Automotive,Automotive_Item_007,724
2013-08-01,Automotive,Automotive_Item_007,566
2013-09-01,Automotive,Automotive_Item_007,412
2013-10-01,Automotive,Automotive_Item_007,640
2013-11-01,Automotive,Automotive_Item_007,224
2013-12-01,Automotive,Automotive_Item_007,243
2014-01-01,Automotive,Automotive_Item_007,345
2014-02-01,Automotive,Automotive_Item_007,257
2014-03-01,Automotive,Automotive_Item_007,766
2014-04-01,Automotive,Automotive_Item_007,661
2014-05-01,Automotive,Automotive_Item_007,1088
2014-06-01,Automotive,Automotive_Item_007,534
2014-07-01,Automotive,Automotive_Item_007,627
2014-08-01,Automotive,Automotive_Item_007,450
2014-09-01,Automotive,Automotive_Item_007,337
2014-10-01,Automotive,Automotive_Item_007,1025
2014-11-01,Automotive,Automotive_Item_007,220
2014-12-01,Automotive,Automotive_Item_007,90
2015-01-01,Automotive,Automotive_Item_007,986
2015-02-01,Automotive,Automotive_Item_007,870
2015-03-01,Automotive,Automotive_Item_007,537
2015-04-01,Automotive,Automotive_Item_007,230
2015-05-01,Automotive,Automotive_Item_007,210
2015-06-01,Automotive,Automotive_Item_007,529
2015-07-01,Automotive,Automotive_Item_007,247
2015-08-01,Automotive,Automotive_Item_007,163
2015-09-01,Automotive,Automotive_Item_007,598
2015-10-01,Automotive,Automotive_Item_007,296
2015-11-01,Automotive,Automotive_Item_007,890
2015-12-01,Automotive,Automotive_Item_007,99
2016-01-01,Automotive,Automotive_Item_007,520
2016-02-01,Automotive,Automotive_Item_007,111
2016-03-01,Automotive,Automotive_Item_007,403
2016-04-01,Automotive,Automotive_Item_007,200
2016-05-01,Automotive,Automotive_Item_007,537
2016-06-01,Automotive,Automotive_Item_007,280
2016-07-01,Automotive,Automotive_Item_007,349
2016-08-01,Automotive,Automotive_Item_007,660
2016-09-01,Automotive,Automotive_Item_007,555
2016-10-01,Automotive,Automotive_Item_007,475
2016-11-01,Automotive,Automotive_Item_007,600
2016-12-01,Automotive,Automotive_Item_007,63
2012-02-01,Automotive,Automotive_Item_008,160
2012-03-01,Automotive,Automotive_Item_008,7
2012-04-01,Automotive,Automotive_Item_008,0
2012-05-01,Automotive,Automotive_Item_008,10
2012-06-01,Automotive,Automotive_Item_008,40
2012-07-01,Automotive,Automotive_Item_008,20
2012-08-01,Automotive,Automotive_Item_008,240
2012-09-01,Automotive,Automotive_Item_008,0
2012-10-01,Automotive,Automotive_Item_008,15
2012-11-01,Automotive,Automotive_Item_008,50
2012-12-01,Automotive,Automotive_Item_008,0
2013-01-01,Automotive,Automotive_Item_008,90
2013-02-01,Automotive,Automotive_Item_008,250
2013-03-01,Automotive,Automotive_Item_008,0
2013-04-01,Automotive,Automotive_Item_008,1
2013-05-01,Automotive,Automotive_Item_008,150
2013-06-01,Automotive,Automotive_Item_008,0
2013-07-01,Automotive,Automotive_Item_008,132
2013-08-01,Automotive,Automotive_Item_008,0
2013-09-01,Automotive,Automotive_Item_008,0
2013-10-01,Automotive,Automotive_Item_008,32
2013-11-01,Automotive,Automotive_Item_008,10
2013-12-01,Automotive,Automotive_Item_008,0
2014-01-01,Automotive,Automotive_Item_008,80
2014-02-01,Automotive,Automotive_Item_008,50
2014-03-01,Automotive,Automotive_Item_008,60
2014-04-01,Automotive,Automotive_Item_008,500
2014-05-01,Automotive,Automotive_Item_008,0
2014-06-01,Automotive,Automotive_Item_008,0
2014-07-01,Automotive,Automotive_Item_008,550
2014-08-01,Automotive,Automotive_Item_008,115
2014-09-01,Automotive,Automotive_Item_008,60
2014-10-01,Automotive,Automotive_Item_008,20
2014-11-01,Automotive,Automotive_Item_008,120
2014-12-01,Automotive,Automotive_Item_008,247
2015-01-01,Automotive,Automotive_Item_008,76
2015-02-01,Automotive,Automotive_Item_008,435
2015-03-01,Automotive,Automotive_Item_008,0
2015-04-01,Automotive,Automotive_Item_008,0
2015-05-01,Automotive,Automotive_Item_008,455
2015-06-01,Automotive,Automotive_Item_008,720
2015-07-01,Automotive,Automotive_Item_008,0
2015-08-01,Automotive,Automotive_Item_008,20
2015-09-01,Automotive,Automotive_Item_008,165
2015-10-01,Automotive,Automotive_Item_008,170
2015-11-01,Automotive,Automotive_Item_008,103
2015-12-01,Automotive,Automotive_Item_008,30
2016-01-01,Automotive,Automotive_Item_008,70
2016-02-01,Automotive,Automotive_Item_008,260
2016-03-01,Automotive,Automotive_Item_008,50
2016-04-01,Automotive,Automotive_Item_008,180
2016-05-01,Automotive,Automotive_Item_008,7
2016-06-01,Automotive,Automotive_Item_008,20
2016-07-01,Automotive,Automotive_Item_008,110
2016-08-01,Automotive,Automotive_Item_008,42
2016-09-01,Automotive,Automotive_Item_008,21
2016-10-01,Automotive,Automotive_Item_008,40
2016-11-01,Automotive,Automotive_Item_008,119
2016-12-01,Automotive,Automotive_Item_008,165
2011-12-01,Automotive,Automotive_Item_009,22
2012-01-01,Automotive,Automotive_Item_009,60
2012-02-01,Automotive,Automotive_Item_009,8
2012-03-01,Automotive,Automotive_Item_009,111
2012-04-01,Automotive,Automotive_Item_009,35
2012-05-01,Automotive,Automotive_Item_009,21
2012-06-01,Automotive,Automotive_Item_009,0
2012-07-01,Automotive,Automotive_Item_009,21
2012-08-01,Automotive,Automotive_Item_009,20
2012-09-01,Automotive,Automotive_Item_009,15
2012-10-01,Automotive,Automotive_Item_009,0
2012-11-01,Automotive,Automotive_Item_009,36
2012-12-01,Automotive,Automotive_Item_009,0
2013-01-01,Automotive,Automotive_Item_009,20
2013-02-01,Automotive,Automotive_Item_009,25
2013-03-01,Automotive,Automotive_Item_009,12
2013-04-01,Automotive,Automotive_Item_009,10
2013-05-01,Automotive,Automotive_Item_009,25
2013-06-01,Automotive,Automotive_Item_009,25
2013-07-01,Automotive,Automotive_Item_009,77
2013-08-01,Automotive,Automotive_Item_009,50
2013-09-01,Automotive,Automotive_Item_009,6
2013-10-01,Automotive,Automotive_Item_009,24
2013-11-01,Automotive,Automotive_Item_009,30
2013-12-01,Automotive,Automotive_Item_009,0
2014-01-01,Automotive,Automotive_Item_009,40
2014-02-01,Automotive,Automotive_Item_009,20
2014-03-01,Automotive,Automotive_Item_009,0
2014-04-01,Automotive,Automotive_Item_009,32
2014-05-01,Automotive,Automotive_Item_009,150
2014-06-01,Automotive,Automotive_Item_009,10
2014-07-01,Automotive,Automotive_Item_009,16
2014-08-01,Automotive,Automotive_Item_009,30
2014-09-01,Automotive,Automotive_Item_009,10
2014-10-01,Automotive,Automotive_Item_009,2
2014-11-01,Automotive,Automotive_Item_009,30
2014-12-01,Automotive,Automotive_Item_009,10
2015-01-01,Automotive,Automotive_Item_009,15
2015-02-01,Automotive,Automotive_Item_009,1
2015-03-01,Automotive,Automotive_Item_009,50
2015-04-01,Automotive,Automotive_Item_009,50
2015-05-01,Automotive,Automotive_Item_009,24
2015-06-01,Automotive,Automotive_Item_009,16
2015-07-01,Automotive,Automotive_Item_009,59
2015-08-01,Automotive,Automotive_Item_009,90
2015-09-01,Automotive,Automotive_Item_009,0
2015-10-01,Automotive,Automotive_Item_009,56
2015-11-01,Automotive,Automotive_Item_009,61
2015-12-01,Automotive,Automotive_Item_009,40
2016-01-01,Automotive,Automotive_Item_009,0
2016-02-01,Automotive,Automotive_Item_009,110
2016-03-01,Automotive,Automotive_Item_009,16
2016-04-01,Automotive,Automotive_Item_009,144
2016-05-01,Automotive,Automotive_Item_009,40
2016-06-01,Automotive,Automotive_Item_009,0
2016-07-01,Automotive,Automotive_Item_009,24
2016-08-01,Automotive,Automotive_Item_009,10
2016-09-01,Automotive,Automotive_Item_009,46
2016-10-01,Automotive,Automotive_Item_009,40
2016-11-01,Automotive,Automotive_Item_009,24
2016-12-01,Automotive,Automotive_Item_009,27
2012-01-01,Automotive,Automotive_Item_010,57
2012-02-01,Automotive,Automotive_Item_010,30
2012-03-01,Automotive,Automotive_Item_010,2
2012-04-01,Automotive,Automotive_Item_010,40
2012-05-01,Automotive,Automotive_Item_010,160
2012-06-01,Automotive,Automotive_Item_010,2
2012-07-01,Automotive,Automotive_Item_010,11
2012-08-01,Automotive,Automotive_Item_010,32
2012-09-01,Automotive,Automotive_Item_010,30
2012-10-01,Automotive,Automotive_Item_010,5
2012-11-01,Automotive,Automotive_Item_010,13
2012-12-01,Automotive,Automotive_Item_010,20
2013-01-01,Automotive,Automotive_Item_010,8
2013-02-01,Automotive,Automotive_Item_010,20
2013-03-01,Automotive,Automotive_Item_010,12
2013-04-01,Automotive,Automotive_Item_010,32
2013-05-01,Automotive,Automotive_Item_010,75
2013-06-01,Automotive,Automotive_Item_010,20
2013-07-01,Automotive,Automotive_Item_010,10
2013-08-01,Automotive,Automotive_Item_010,90
2013-09-01,Automotive,Automotive_Item_010,10
2013-10-01,Automotive,Automotive_Item_010,75
2013-11-01,Automotive,Automotive_Item_010,0
2013-12-01,Automotive,Automotive_Item_010,0
2014-01-01,Automotive,Automotive_Item_010,7
2014-02-01,Automotive,Automotive_Item_010,0
2014-03-01,Automotive,Automotive_Item_010,0
2014-04-01,Automotive,Automotive_Item_010,4
2014-05-01,Automotive,Automotive_Item_010,32
2014-06-01,Automotive,Automotive_Item_010,28
2014-07-01,Automotive,Automotive_Item_010,10
2014-08-01,Automotive,Automotive_Item_010,20
